					ZCE Options Historical Data(2023AP)
Date       |Contract Code|Pre Settle|Open     |High     |Low      |Close    |Settle|Chg 1   |Chg 2   |Volume (lot)|O.I.   |OI Change|Turnover (RMB 10,000)|DELTA     |Implied Volatility|Exercise Volume
2023-10-20 |AP401C10000  |15.00       |36.00    |42.00    |33.00    |41.50    |37.50     |26.50     |22.50     |113       |88           |88       |4.37      |0.1246    |20.66             |0                              
2023-10-20 |AP401C10200  |6.00        |25.00    |28.50    |25.00    |28.50    |24.00     |22.50     |18.00     |7         |6            |6        |0.19      |0.0832    |21.58             |0                              
2023-10-20 |AP401C10400  |2.00        |19.50    |21.50    |13.50    |20.00    |16.00     |18.00     |14.00     |127       |105          |105      |2.35      |0.0560    |22.51             |0                              
2023-10-20 |AP401C10600  |0.50        |8.00     |13.50    |7.50     |12.50    |10.50     |12.00     |10.00     |200       |121          |121      |2.18      |0.0376    |23.41             |0                              
2023-10-20 |AP401C7900   |1,336.00    |1,476.50 |1,476.50 |1,283.00 |1,347.50 |1,339.00  |11.50     |3.00      |40        |0            |0        |53.91     |0.9764    |24.80             |0                              
2023-10-20 |AP401C8000   |1,236.00    |0.00     |0.00     |0.00     |0.00     |1,241.00  |5.00      |5.00      |0         |0            |0        |0.00      |0.9687    |24.33             |0                              
2023-10-20 |AP401C8100   |1,136.00    |0.00     |0.00     |0.00     |0.00     |1,144.50  |8.50      |8.50      |0         |0            |0        |0.00      |0.9576    |23.85             |0                              
2023-10-20 |AP401C8200   |1,036.50    |0.00     |0.00     |0.00     |0.00     |1,049.00  |12.50     |12.50     |0         |0            |0        |0.00      |0.9445    |23.37             |0                              
2023-10-20 |AP401C8300   |938.00      |0.00     |0.00     |0.00     |0.00     |954.50    |16.50     |16.50     |0         |0            |0        |0.00      |0.9282    |22.90             |0                              
2023-10-20 |AP401C8400   |841.00      |0.00     |0.00     |0.00     |0.00     |862.00    |21.00     |21.00     |0         |0            |0        |0.00      |0.9071    |22.42             |0                              
2023-10-20 |AP401C8500   |746.00      |0.00     |0.00     |0.00     |0.00     |771.00    |25.00     |25.00     |0         |0            |0        |0.00      |0.8822    |21.95             |0                              
2023-10-20 |AP401C8600   |654.00      |0.00     |0.00     |0.00     |0.00     |683.00    |29.00     |29.00     |0         |0            |0        |0.00      |0.8522    |21.49             |0                              
2023-10-20 |AP401C8700   |565.50      |0.00     |0.00     |0.00     |0.00     |598.50    |33.00     |33.00     |0         |0            |0        |0.00      |0.8148    |21.03             |0                              
2023-10-20 |AP401C8800   |481.50      |0.00     |0.00     |0.00     |0.00     |517.50    |36.00     |36.00     |0         |0            |0        |0.00      |0.7714    |20.59             |0                              
2023-10-20 |AP401C8900   |404.00      |0.00     |0.00     |0.00     |0.00     |440.50    |36.50     |36.50     |0         |0            |0        |0.00      |0.7217    |20.16             |0                              
2023-10-20 |AP401C9000   |332.50      |381.00   |381.00   |381.00   |381.00   |368.50    |48.50     |36.00     |1         |1            |1        |0.38      |0.6652    |19.77             |0                              
2023-10-20 |AP401C9100   |269.00      |0.00     |0.00     |0.00     |0.00     |304.50    |35.50     |35.50     |0         |0            |0        |0.00      |0.6019    |19.42             |0                              
2023-10-20 |AP401C9200   |213.00      |213.00   |264.00   |213.00   |244.00   |247.00    |31.00     |34.00     |14        |12           |12       |3.14      |0.5344    |19.14             |0                              
2023-10-20 |AP401C9300   |165.50      |207.00   |218.00   |198.50   |202.00   |197.50    |36.50     |32.00     |40        |20           |20       |8.18      |0.4652    |18.95             |0                              
2023-10-20 |AP401C9400   |125.50      |167.00   |175.00   |152.00   |161.50   |156.00    |36.00     |30.50     |87        |65           |65       |14.14     |0.3972    |18.88             |0                              
2023-10-20 |AP401C9500   |93.50       |105.00   |150.00   |105.00   |128.00   |122.00    |34.50     |28.50     |401       |289          |289      |48.85     |0.3335    |18.95             |0                              
2023-10-20 |AP401C9600   |68.00       |158.00   |158.00   |52.00    |100.00   |95.50     |32.00     |27.50     |199       |182          |182      |20.08     |0.2762    |19.14             |0                              
2023-10-20 |AP401C9700   |48.00       |82.00    |85.50    |74.00    |79.50    |75.00     |31.50     |27.00     |35        |14           |14       |2.81      |0.2273    |19.43             |0                              
2023-10-20 |AP401C9800   |33.50       |83.00    |85.00    |51.50    |70.00    |60.00     |36.50     |26.50     |608       |457          |457      |39.54     |0.1870    |19.80             |0                              
2023-10-20 |AP401C9900   |22.50       |46.00    |54.00    |40.50    |51.50    |47.50     |29.00     |25.00     |96        |44           |44       |4.75      |0.1529    |20.22             |0                              
2023-10-20 |AP401P10000  |777.00      |1,607.50 |1,607.50 |266.00   |766.00   |801.50    |-11.00    |24.50     |4         |1            |1        |3.44      |-0.8740   |20.66             |0                              
2023-10-20 |AP401P10200  |968.50      |0.00     |0.00     |0.00     |0.00     |988.00    |19.50     |19.50     |0         |0            |0        |0.00      |-0.9160   |21.58             |0                              
2023-10-20 |AP401P10400  |1,165.00    |0.00     |0.00     |0.00     |0.00     |1,179.50  |14.50     |14.50     |0         |0            |0        |0.00      |-0.9439   |22.51             |0                              
2023-10-20 |AP401P10600  |1,364.00    |0.00     |0.00     |0.00     |0.00     |1,374.00  |10.00     |10.00     |0         |0            |0        |0.00      |-0.9630   |23.41             |0                              
2023-10-20 |AP401P7900   |0.50        |8.00     |8.00     |5.50     |6.50     |7.00      |6.00      |6.50      |110       |77           |77       |0.68      |-0.0243   |24.80             |0                              
2023-10-20 |AP401P8000   |0.50        |5.00     |13.00    |5.00     |10.00    |9.50      |9.50      |9.00      |1,119     |963          |963      |10.67     |-0.0317   |24.33             |0                              
2023-10-20 |AP401P8100   |1.00        |12.50    |13.50    |11.50    |12.50    |13.00     |11.50     |12.00     |170       |170          |170      |2.08      |-0.0423   |23.85             |0                              
2023-10-20 |AP401P8200   |2.00        |16.00    |17.50    |16.00    |17.00    |17.00     |15.00     |15.00     |41        |41           |41       |0.69      |-0.0550   |23.37             |0                              
2023-10-20 |AP401P8300   |3.50        |17.50    |23.50    |15.50    |22.00    |22.50     |18.50     |19.00     |75        |60           |60       |1.69      |-0.0709   |22.90             |0                              
2023-10-20 |AP401P8400   |6.50        |28.50    |28.50    |26.50    |26.50    |30.00     |20.00     |23.50     |45        |39           |39       |1.26      |-0.0916   |22.42             |0                              
2023-10-20 |AP401P8500   |11.50       |60.00    |60.00    |33.50    |35.50    |39.00     |24.00     |27.50     |549       |398          |398      |20.57     |-0.1162   |21.95             |0                              
2023-10-20 |AP401P8600   |19.50       |48.00    |49.00    |45.00    |45.00    |50.50     |25.50     |31.00     |40        |38           |38       |1.89      |-0.1460   |21.49             |0                              
2023-10-20 |AP401P8700   |31.00       |61.00    |61.00    |55.00    |55.00    |65.50     |24.00     |34.50     |8         |8            |8        |0.48      |-0.1831   |21.03             |0                              
2023-10-20 |AP401P8800   |47.00       |124.50   |168.00   |72.50    |75.00    |84.50     |28.00     |37.50     |706       |447          |447      |63.79     |-0.2262   |20.59             |0                              
2023-10-20 |AP401P8900   |68.50       |99.00    |99.00    |99.00    |99.00    |107.50    |30.50     |39.00     |2         |2            |2        |0.20      |-0.2758   |20.16             |0                              
2023-10-20 |AP401P9000   |97.50       |140.00   |142.50   |120.00   |125.50   |135.50    |28.00     |38.00     |116       |56           |56       |14.81     |-0.3322   |19.77             |0                              
2023-10-20 |AP401P9100   |133.00      |186.00   |186.00   |159.00   |161.00   |170.50    |28.00     |37.50     |57        |51           |51       |9.16      |-0.3954   |19.42             |0                              
2023-10-20 |AP401P9200   |177.00      |125.50   |277.50   |125.50   |199.00   |213.00    |22.00     |36.00     |80        |68           |68       |16.34     |-0.4628   |19.14             |0                              
2023-10-20 |AP401P9300   |229.00      |283.00   |283.00   |246.00   |257.50   |263.00    |28.50     |34.00     |6         |2            |2        |1.55      |-0.5320   |18.95             |0                              
2023-10-20 |AP401P9400   |289.00      |0.00     |0.00     |0.00     |0.00     |321.50    |32.50     |32.50     |0         |0            |0        |0.00      |-0.6001   |18.88             |0                              
2023-10-20 |AP401P9500   |356.50      |0.00     |0.00     |0.00     |0.00     |387.50    |31.00     |31.00     |0         |0            |0        |0.00      |-0.6639   |18.95             |0                              
2023-10-20 |AP401P9600   |431.00      |0.00     |0.00     |0.00     |0.00     |460.50    |29.50     |29.50     |0         |0            |0        |0.00      |-0.7214   |19.14             |0                              
2023-10-20 |AP401P9700   |511.00      |0.00     |0.00     |0.00     |0.00     |540.00    |29.00     |29.00     |0         |0            |0        |0.00      |-0.7705   |19.43             |0                              
2023-10-20 |AP401P9800   |596.00      |0.00     |0.00     |0.00     |0.00     |624.50    |28.50     |28.50     |0         |0            |0        |0.00      |-0.8110   |19.80             |0                              
2023-10-20 |AP401P9900   |685.00      |0.00     |0.00     |0.00     |0.00     |711.50    |26.50     |26.50     |0         |0            |0        |0.00      |-0.8454   |20.22             |0                              
2023-10-20 |AP403C10000  |78.50       |0.00     |0.00     |0.00     |0.00     |70.50     |-8.00     |-8.00     |0         |0            |0        |0.00      |0.1743    |16.00             |0                              
2023-10-20 |AP403C10200  |50.50       |0.00     |0.00     |0.00     |0.00     |44.50     |-6.00     |-6.00     |0         |0            |0        |0.00      |0.1199    |16.00             |0                              
2023-10-20 |AP403C10400  |31.00       |0.00     |0.00     |0.00     |0.00     |27.50     |-3.50     |-3.50     |0         |0            |0        |0.00      |0.0801    |16.00             |0                              
2023-10-20 |AP403C10600  |18.50       |0.00     |0.00     |0.00     |0.00     |16.50     |-2.00     |-2.00     |0         |0            |0        |0.00      |0.0516    |16.00             |0                              
2023-10-20 |AP403C8000   |1,260.50    |0.00     |0.00     |0.00     |0.00     |1,223.50  |-37.00    |-37.00    |0         |0            |0        |0.00      |0.9594    |16.00             |0                              
2023-10-20 |AP403C8100   |1,165.50    |0.00     |0.00     |0.00     |0.00     |1,129.50  |-36.00    |-36.00    |0         |0            |0        |0.00      |0.9430    |16.00             |0                              
2023-10-20 |AP403C8200   |1,072.50    |0.00     |0.00     |0.00     |0.00     |1,037.00  |-35.50    |-35.50    |0         |0            |0        |0.00      |0.9236    |16.00             |0                              
2023-10-20 |AP403C8300   |982.50      |0.00     |0.00     |0.00     |0.00     |947.50    |-35.00    |-35.00    |0         |0            |0        |0.00      |0.8993    |16.00             |0                              
2023-10-20 |AP403C8400   |894.50      |0.00     |0.00     |0.00     |0.00     |861.00    |-33.50    |-33.50    |0         |0            |0        |0.00      |0.8710    |16.00             |0                              
2023-10-20 |AP403C8500   |809.50      |0.00     |0.00     |0.00     |0.00     |777.00    |-32.50    |-32.50    |0         |0            |0        |0.00      |0.8391    |16.00             |0                              
2023-10-20 |AP403C8600   |729.00      |0.00     |0.00     |0.00     |0.00     |697.00    |-32.00    |-32.00    |0         |0            |0        |0.00      |0.8031    |16.00             |0                              
2023-10-20 |AP403C8700   |652.00      |0.00     |0.00     |0.00     |0.00     |622.00    |-30.00    |-30.00    |0         |0            |0        |0.00      |0.7621    |16.00             |0                              
2023-10-20 |AP403C8800   |578.50      |0.00     |0.00     |0.00     |0.00     |550.50    |-28.00    |-28.00    |0         |0            |0        |0.00      |0.7185    |16.00             |0                              
2023-10-20 |AP403C8900   |511.00      |0.00     |0.00     |0.00     |0.00     |483.00    |-28.00    |-28.00    |0         |0            |0        |0.00      |0.6720    |16.00             |0                              
2023-10-20 |AP403C9000   |448.00      |0.00     |0.00     |0.00     |0.00     |422.50    |-25.50    |-25.50    |0         |0            |0        |0.00      |0.6225    |16.00             |0                              
2023-10-20 |AP403C9100   |388.50      |0.00     |0.00     |0.00     |0.00     |366.00    |-22.50    |-22.50    |0         |0            |0        |0.00      |0.5721    |16.00             |0                              
2023-10-20 |AP403C9200   |336.50      |0.00     |0.00     |0.00     |0.00     |314.00    |-22.50    |-22.50    |0         |0            |0        |0.00      |0.5209    |16.00             |0                              
2023-10-20 |AP403C9300   |288.00      |0.00     |0.00     |0.00     |0.00     |268.50    |-19.50    |-19.50    |0         |0            |0        |0.00      |0.4700    |16.00             |0                              
2023-10-20 |AP403C9400   |244.00      |0.00     |0.00     |0.00     |0.00     |227.00    |-17.00    |-17.00    |0         |0            |0        |0.00      |0.4199    |16.00             |0                              
2023-10-20 |AP403C9500   |207.00      |0.00     |0.00     |0.00     |0.00     |190.50    |-16.50    |-16.50    |0         |0            |0        |0.00      |0.3715    |16.00             |0                              
2023-10-20 |AP403C9600   |172.50      |0.00     |0.00     |0.00     |0.00     |159.00    |-13.50    |-13.50    |0         |0            |0        |0.00      |0.3260    |16.00             |0                              
2023-10-20 |AP403C9700   |143.50      |0.00     |0.00     |0.00     |0.00     |130.50    |-13.00    |-13.00    |0         |0            |0        |0.00      |0.2822    |16.00             |0                              
2023-10-20 |AP403C9800   |118.50      |0.00     |0.00     |0.00     |0.00     |108.00    |-10.50    |-10.50    |0         |0            |0        |0.00      |0.2434    |16.00             |0                              
2023-10-20 |AP403C9900   |96.00       |0.00     |0.00     |0.00     |0.00     |87.50     |-8.50     |-8.50     |0         |0            |0        |0.00      |0.2071    |16.00             |0                              
2023-10-20 |AP403P10000  |821.00      |0.00     |0.00     |0.00     |0.00     |850.50    |29.50     |29.50     |0         |0            |0        |0.00      |-0.8216   |16.00             |0                              
2023-10-20 |AP403P10200  |992.00      |0.00     |0.00     |0.00     |0.00     |1,024.00  |32.00     |32.00     |0         |0            |0        |0.00      |-0.8777   |16.00             |0                              
2023-10-20 |AP403P10400  |1,172.00    |0.00     |0.00     |0.00     |0.00     |1,206.50  |34.50     |34.50     |0         |0            |0        |0.00      |-0.9194   |16.00             |0                              
2023-10-20 |AP403P10600  |1,359.50    |0.00     |0.00     |0.00     |0.00     |1,395.50  |36.00     |36.00     |0         |0            |0        |0.00      |-0.9504   |16.00             |0                              
2023-10-20 |AP403P8000   |12.50       |0.00     |0.00     |0.00     |0.00     |13.50     |1.00      |1.00      |0         |0            |0        |0.00      |-0.0419   |16.00             |0                              
2023-10-20 |AP403P8100   |18.00       |0.00     |0.00     |0.00     |0.00     |19.50     |1.50      |1.50      |0         |0            |0        |0.00      |-0.0569   |16.00             |0                              
2023-10-20 |AP403P8200   |25.00       |0.00     |0.00     |0.00     |0.00     |27.00     |2.00      |2.00      |0         |0            |0        |0.00      |-0.0750   |16.00             |0                              
2023-10-20 |AP403P8300   |34.50       |0.00     |0.00     |0.00     |0.00     |37.50     |3.00      |3.00      |0         |0            |0        |0.00      |-0.0982   |16.00             |0                              
2023-10-20 |AP403P8400   |46.50       |0.00     |0.00     |0.00     |0.00     |50.50     |4.00      |4.00      |0         |0            |0        |0.00      |-0.1256   |16.00             |0                              
2023-10-20 |AP403P8500   |61.00       |0.00     |0.00     |0.00     |0.00     |66.50     |5.50      |5.50      |0         |0            |0        |0.00      |-0.1565   |16.00             |0                              
2023-10-20 |AP403P8600   |80.00       |0.00     |0.00     |0.00     |0.00     |86.00     |6.00      |6.00      |0         |0            |0        |0.00      |-0.1919   |16.00             |0                              
2023-10-20 |AP403P8700   |102.50      |0.00     |0.00     |0.00     |0.00     |110.00    |7.50      |7.50      |0         |0            |0        |0.00      |-0.2323   |16.00             |0                              
2023-10-20 |AP403P8800   |128.50      |0.00     |0.00     |0.00     |0.00     |138.00    |9.50      |9.50      |0         |0            |0        |0.00      |-0.2754   |16.00             |0                              
2023-10-20 |AP403P8900   |160.50      |0.00     |0.00     |0.00     |0.00     |170.50    |10.00     |10.00     |0         |0            |0        |0.00      |-0.3215   |16.00             |0                              
2023-10-20 |AP403P9000   |196.50      |0.00     |0.00     |0.00     |0.00     |209.00    |12.50     |12.50     |0         |0            |0        |0.00      |-0.3708   |16.00             |0                              
2023-10-20 |AP403P9100   |236.50      |0.00     |0.00     |0.00     |0.00     |251.50    |15.00     |15.00     |0         |0            |0        |0.00      |-0.4210   |16.00             |0                              
2023-10-20 |AP403P9200   |284.00      |0.00     |0.00     |0.00     |0.00     |299.00    |15.00     |15.00     |0         |0            |0        |0.00      |-0.4722   |16.00             |0                              
2023-10-20 |AP403P9300   |335.00      |0.00     |0.00     |0.00     |0.00     |353.00    |18.00     |18.00     |0         |0            |0        |0.00      |-0.5231   |16.00             |0                              
2023-10-20 |AP403P9400   |390.00      |0.00     |0.00     |0.00     |0.00     |410.50    |20.50     |20.50     |0         |0            |0        |0.00      |-0.5734   |16.00             |0                              
2023-10-20 |AP403P9500   |452.50      |0.00     |0.00     |0.00     |0.00     |473.50    |21.00     |21.00     |0         |0            |0        |0.00      |-0.6219   |16.00             |0                              
2023-10-20 |AP403P9600   |517.50      |0.00     |0.00     |0.00     |0.00     |541.50    |24.00     |24.00     |0         |0            |0        |0.00      |-0.6677   |16.00             |0                              
2023-10-20 |AP403P9700   |587.50      |0.00     |0.00     |0.00     |0.00     |612.50    |25.00     |25.00     |0         |0            |0        |0.00      |-0.7120   |16.00             |0                              
2023-10-20 |AP403P9800   |662.00      |0.00     |0.00     |0.00     |0.00     |689.00    |27.00     |27.00     |0         |0            |0        |0.00      |-0.7513   |16.00             |0                              
2023-10-20 |AP403P9900   |739.00      |0.00     |0.00     |0.00     |0.00     |768.00    |29.00     |29.00     |0         |0            |0        |0.00      |-0.7881   |16.00             |0                              
2023-10-20 |AP405C10000  |192.50      |0.00     |0.00     |0.00     |0.00     |181.00    |-11.50    |-11.50    |0         |0            |0        |0.00      |0.3010    |16.00             |0                              
2023-10-20 |AP405C10200  |143.50      |0.00     |0.00     |0.00     |0.00     |134.00    |-9.50     |-9.50     |0         |0            |0        |0.00      |0.2395    |16.00             |0                              
2023-10-20 |AP405C10400  |104.50      |0.00     |0.00     |0.00     |0.00     |97.50     |-7.00     |-7.00     |0         |0            |0        |0.00      |0.1865    |16.00             |0                              
2023-10-20 |AP405C10600  |75.00       |0.00     |0.00     |0.00     |0.00     |69.50     |-5.50     |-5.50     |0         |0            |0        |0.00      |0.1422    |16.00             |0                              
2023-10-20 |AP405C10800  |53.00       |0.00     |0.00     |0.00     |0.00     |49.00     |-4.00     |-4.00     |0         |0            |0        |0.00      |0.1062    |16.00             |0                              
2023-10-20 |AP405C8100   |1,374.50    |0.00     |0.00     |0.00     |0.00     |1,344.50  |-30.00    |-30.00    |0         |0            |0        |0.00      |0.9324    |16.00             |0                              
2023-10-20 |AP405C8200   |1,283.50    |0.00     |0.00     |0.00     |0.00     |1,254.00  |-29.50    |-29.50    |0         |0            |0        |0.00      |0.9137    |16.00             |0                              
2023-10-20 |AP405C8300   |1,194.00    |0.00     |0.00     |0.00     |0.00     |1,164.50  |-29.50    |-29.50    |0         |0            |0        |0.00      |0.8942    |16.00             |0                              
2023-10-20 |AP405C8400   |1,108.00    |0.00     |0.00     |0.00     |0.00     |1,079.50  |-28.50    |-28.50    |0         |0            |0        |0.00      |0.8700    |16.00             |0                              
2023-10-20 |AP405C8500   |1,023.00    |0.00     |0.00     |0.00     |0.00     |995.50    |-27.50    |-27.50    |0         |0            |0        |0.00      |0.8449    |16.00             |0                              
2023-10-20 |AP405C8600   |943.00      |0.00     |0.00     |0.00     |0.00     |916.00    |-27.00    |-27.00    |0         |0            |0        |0.00      |0.8162    |16.00             |0                              
2023-10-20 |AP405C8700   |864.00      |0.00     |0.00     |0.00     |0.00     |838.50    |-25.50    |-25.50    |0         |0            |0        |0.00      |0.7858    |16.00             |0                              
2023-10-20 |AP405C8800   |790.50      |0.00     |0.00     |0.00     |0.00     |765.00    |-25.50    |-25.50    |0         |0            |0        |0.00      |0.7528    |16.00             |0                              
2023-10-20 |AP405C8900   |718.50      |0.00     |0.00     |0.00     |0.00     |695.00    |-23.50    |-23.50    |0         |0            |0        |0.00      |0.7178    |16.00             |0                              
2023-10-20 |AP405C9000   |652.00      |0.00     |0.00     |0.00     |0.00     |628.50    |-23.50    |-23.50    |0         |0            |0        |0.00      |0.6814    |16.00             |0                              
2023-10-20 |AP405C9100   |588.00      |0.00     |0.00     |0.00     |0.00     |566.50    |-21.50    |-21.50    |0         |0            |0        |0.00      |0.6432    |16.00             |0                              
2023-10-20 |AP405C9200   |529.00      |0.00     |0.00     |0.00     |0.00     |507.50    |-21.50    |-21.50    |0         |0            |0        |0.00      |0.6043    |16.00             |0                              
2023-10-20 |AP405C9300   |473.00      |0.00     |0.00     |0.00     |0.00     |454.00    |-19.00    |-19.00    |0         |0            |0        |0.00      |0.5646    |16.00             |0                              
2023-10-20 |AP405C9400   |421.50      |0.00     |0.00     |0.00     |0.00     |403.00    |-18.50    |-18.50    |0         |0            |0        |0.00      |0.5247    |16.00             |0                              
2023-10-20 |AP405C9500   |374.00      |0.00     |0.00     |0.00     |0.00     |357.50    |-16.50    |-16.50    |0         |0            |0        |0.00      |0.4851    |16.00             |0                              
2023-10-20 |AP405C9600   |330.50      |0.00     |0.00     |0.00     |0.00     |314.00    |-16.50    |-16.50    |0         |0            |0        |0.00      |0.4457    |16.00             |0                              
2023-10-20 |AP405C9700   |290.50      |0.00     |0.00     |0.00     |0.00     |276.50    |-14.00    |-14.00    |0         |0            |0        |0.00      |0.4077    |16.00             |0                              
2023-10-20 |AP405C9800   |254.50      |0.00     |0.00     |0.00     |0.00     |240.50    |-14.00    |-14.00    |0         |0            |0        |0.00      |0.3703    |16.00             |0                              
2023-10-20 |AP405C9900   |221.50      |0.00     |0.00     |0.00     |0.00     |210.00    |-11.50    |-11.50    |0         |0            |0        |0.00      |0.3351    |16.00             |0                              
2023-10-20 |AP405P10000  |732.00      |0.00     |0.00     |0.00     |0.00     |752.50    |20.50     |20.50     |0         |0            |0        |0.00      |-0.6900   |16.00             |0                              
2023-10-20 |AP405P10200  |881.00      |0.00     |0.00     |0.00     |0.00     |903.50    |22.50     |22.50     |0         |0            |0        |0.00      |-0.7528   |16.00             |0                              
2023-10-20 |AP405P10400  |1,040.50    |0.00     |0.00     |0.00     |0.00     |1,065.50  |25.00     |25.00     |0         |0            |0        |0.00      |-0.8074   |16.00             |0                              
2023-10-20 |AP405P10600  |1,210.00    |0.00     |0.00     |0.00     |0.00     |1,236.50  |26.50     |26.50     |0         |0            |0        |0.00      |-0.8537   |16.00             |0                              
2023-10-20 |AP405P10800  |1,387.00    |0.00     |0.00     |0.00     |0.00     |1,415.00  |28.00     |28.00     |0         |0            |0        |0.00      |-0.8922   |16.00             |0                              
2023-10-20 |AP405P8100   |29.50       |0.00     |0.00     |0.00     |0.00     |31.00     |1.50      |1.50      |0         |0            |0        |0.00      |-0.0672   |16.00             |0                              
2023-10-20 |AP405P8200   |38.00       |0.00     |0.00     |0.00     |0.00     |40.50     |2.50      |2.50      |0         |0            |0        |0.00      |-0.0842   |16.00             |0                              
2023-10-20 |AP405P8300   |48.50       |0.00     |0.00     |0.00     |0.00     |51.00     |2.50      |2.50      |0         |0            |0        |0.00      |-0.1024   |16.00             |0                              
2023-10-20 |AP405P8400   |62.00       |0.00     |0.00     |0.00     |0.00     |65.50     |3.50      |3.50      |0         |0            |0        |0.00      |-0.1252   |16.00             |0                              
2023-10-20 |AP405P8500   |76.50       |0.00     |0.00     |0.00     |0.00     |81.00     |4.50      |4.50      |0         |0            |0        |0.00      |-0.1492   |16.00             |0                              
2023-10-20 |AP405P8600   |96.00       |0.00     |0.00     |0.00     |0.00     |100.50    |4.50      |4.50      |0         |0            |0        |0.00      |-0.1769   |16.00             |0                              
2023-10-20 |AP405P8700   |116.50      |0.00     |0.00     |0.00     |0.00     |122.50    |6.00      |6.00      |0         |0            |0        |0.00      |-0.2064   |16.00             |0                              
2023-10-20 |AP405P8800   |142.00      |0.00     |0.00     |0.00     |0.00     |148.00    |6.00      |6.00      |0         |0            |0        |0.00      |-0.2386   |16.00             |0                              
2023-10-20 |AP405P8900   |169.50      |0.00     |0.00     |0.00     |0.00     |177.50    |8.00      |8.00      |0         |0            |0        |0.00      |-0.2730   |16.00             |0                              
2023-10-20 |AP405P9000   |201.50      |0.00     |0.00     |0.00     |0.00     |210.00    |8.50      |8.50      |0         |0            |0        |0.00      |-0.3090   |16.00             |0                              
2023-10-20 |AP405P9100   |237.00      |0.00     |0.00     |0.00     |0.00     |247.00    |10.00     |10.00     |0         |0            |0        |0.00      |-0.3467   |16.00             |0                              
2023-10-20 |AP405P9200   |276.50      |0.00     |0.00     |0.00     |0.00     |287.00    |10.50     |10.50     |0         |0            |0        |0.00      |-0.3854   |16.00             |0                              
2023-10-20 |AP405P9300   |319.50      |75.50    |1,139.00 |75.50    |1,139.00 |332.50    |819.50    |13.00     |2         |0            |0        |1.21      |-0.4249   |16.00             |0                              
2023-10-20 |AP405P9400   |367.50      |0.00     |0.00     |0.00     |0.00     |380.00    |12.50     |12.50     |0         |0            |0        |0.00      |-0.4648   |16.00             |0                              
2023-10-20 |AP405P9500   |418.50      |0.00     |0.00     |0.00     |0.00     |433.50    |15.00     |15.00     |0         |0            |0        |0.00      |-0.5044   |16.00             |0                              
2023-10-20 |AP405P9600   |474.00      |0.00     |0.00     |0.00     |0.00     |489.00    |15.00     |15.00     |0         |0            |0        |0.00      |-0.5439   |16.00             |0                              
2023-10-20 |AP405P9700   |533.00      |0.00     |0.00     |0.00     |0.00     |550.50    |17.50     |17.50     |0         |0            |0        |0.00      |-0.5821   |16.00             |0                              
2023-10-20 |AP405P9800   |596.00      |0.00     |0.00     |0.00     |0.00     |613.50    |17.50     |17.50     |0         |0            |0        |0.00      |-0.6198   |16.00             |0                              
2023-10-20 |AP405P9900   |661.50      |0.00     |0.00     |0.00     |0.00     |682.00    |20.50     |20.50     |0         |0            |0        |0.00      |-0.6553   |16.00             |0                              
2023-10-23 |AP401C10000  |37.50       |40.00    |55.50    |25.00    |25.00    |33.50     |-12.50    |-4.00     |218       |73           |-15      |7.50      |0.1068    |23.60             |0                              
2023-10-23 |AP401C10200  |24.00       |27.00    |44.00    |20.00    |20.00    |23.50     |-4.00     |-0.50     |81        |51           |45       |2.62      |0.0754    |24.79             |0                              
2023-10-23 |AP401C10400  |16.00       |14.00    |29.50    |12.50    |12.50    |16.50     |-3.50     |0.50      |211       |214          |109      |4.03      |0.0535    |25.92             |0                              
2023-10-23 |AP401C10600  |10.50       |11.00    |23.00    |9.00     |9.00     |11.50     |-1.50     |1.00      |491       |353          |232      |6.46      |0.0379    |27.01             |0                              
2023-10-23 |AP401C7900   |1,339.00    |0.00     |0.00     |0.00     |0.00     |1,202.50  |-136.50   |-136.50   |0         |0            |0        |0.00      |0.9709    |24.37             |0                              
2023-10-23 |AP401C8000   |1,241.00    |0.00     |0.00     |0.00     |0.00     |1,105.00  |-136.00   |-136.00   |0         |0            |0        |0.00      |0.9608    |23.78             |0                              
2023-10-23 |AP401C8100   |1,144.50    |0.00     |0.00     |0.00     |0.00     |1,008.50  |-136.00   |-136.00   |0         |0            |0        |0.00      |0.9489    |23.20             |0                              
2023-10-23 |AP401C8200   |1,049.00    |0.00     |0.00     |0.00     |0.00     |914.00    |-135.00   |-135.00   |0         |0            |0        |0.00      |0.9324    |22.62             |0                              
2023-10-23 |AP401C8300   |954.50      |0.00     |0.00     |0.00     |0.00     |820.50    |-134.00   |-134.00   |0         |0            |0        |0.00      |0.9120    |22.05             |0                              
2023-10-23 |AP401C8400   |862.00      |0.00     |0.00     |0.00     |0.00     |728.50    |-133.50   |-133.50   |0         |0            |0        |0.00      |0.8872    |21.49             |0                              
2023-10-23 |AP401C8500   |771.00      |0.00     |0.00     |0.00     |0.00     |640.00    |-131.00   |-131.00   |0         |0            |0        |0.00      |0.8554    |20.95             |0                              
2023-10-23 |AP401C8600   |683.00      |0.00     |0.00     |0.00     |0.00     |554.50    |-128.50   |-128.50   |0         |0            |0        |0.00      |0.8161    |20.44             |0                              
2023-10-23 |AP401C8700   |598.50      |0.00     |0.00     |0.00     |0.00     |473.50    |-125.00   |-125.00   |0         |0            |0        |0.00      |0.7690    |19.98             |0                              
